"dijkstal" 0 
"helga" 0 
"opvallende" 0 
"oppompen" 0 
"evenement" 0 
"maagprotectie" 0 
"feliciteerde" 0 
"vrijhandelsgedeelte" 0 
"luchtkwaliteit" 0 
"startersheffing" 0 
"onderdekking" 0 
"excendentregeling" 0 
"longpatiënt" 0 
"efficiencyverbetering" 0 
"volgelopen" 0 
"varende" 0 
"rollende" 0 
"nestelen" 0 
"eervol" 0 
"wegvallen" 0 
"3" 0 
"2" 0 
"gezwets" 0 
"1" 0 
"helft" 0 
"0" 0 
"7" 0 
"6" 0 
"5" 0 
"4" 0 
"exportbedrijven" 0 
"prioritaire" 0 
"godslasterlijke" 0 
"9" 0 
"nederzettingenpolitiek" 0 
"8" 0 
"opdrachtgeversrol" 0 
"weyenberg" 0 
"schakelend" 0 
"bladzijde" 0 
"buitenlandwoordvoerder" 0 
"contractafspraken" 0 
"geredigeerd" 0 
"hadden" 0 
"kwaliteitsvoller" 0 
"bankenresolutie" 0 
"lakse" 0 
"visumplicht" 0 
"conditionaliteiten" 0 
"kantje" 0 
"investeringsbeslissing" 0 
"finale" 0 
"timen" 0 
"echoën" 0 
"times" 0 
"voordeligst" 0 
"beroepssectoren" 0 
"borstkankeronderzoek" 0 
"circulaire" 0 
"f" 0 
"g" 0 
"d" 0 
"e" 0 
"b" 0 
"energieverslindende" 0 
"muil" 0 
"c" 0 
"visitatiecommissie" 0 
"netam" 0 
"rechtsgangen" 0 
"n" 0 
"o" 0 
"l" 0 
"geluidwerende" 0 
"m" 0 
"veiligere" 0 
"j" 0 
"k" 0 
"isaf" 0 
"inkomensonzekerheid" 0 
"h" 0 
"i" 0 
"onbelangrijker" 0 
"w" 0 
"v" 0 
"infrabudget" 0 
"ophoogt" 0 
"schreeuwende" 0 
"u" 1 nl.all:0.006770418620975037
"buitenlanders" 0 
"t" 0 
"s" 0 
"r" 0 
"q" 0 
"p" 0 
"safeguard" 0 
"geweldsuitoefening" 0 
"vehikel" 0 
"kwijtgeraakt" 0 
"z" 0 
"opvallends" 0 
"juridiseringsdiscussies" 0 
"muis" 0 
"y" 0 
"x" 0 
"vage" 0 
"sympathie" 0 
"verzekeringsinstelling" 0 
"heenga" 0 
"lichaamsbeweging" 0 
"uitrol" 0 
"geleefd" 0 
"regeringsprogramma" 0 
"ontbindende" 0 
"seizoensgroenten" 0 
"trainingsprogramma's" 0 
"optisch" 0 
"kostenefficiënte" 0 
"omroepbezuinigingen" 0 
"spoorslags" 0 
"bedrieglijk" 0 
"pensioenambitie" 0 
"reddingswerkers" 0 
"drijfveren" 0 
"voorhielden" 0 
"geharkt" 0 
"kerry" 0 
"abdelkader" 0 
"zichtbare" 0 
"watergeuzen" 0 
"verwarrend" 0 
"workfast" 0 
"emigreren" 0 
"vaan" 0 
"moslimbroederpartijen" 0 
"vaas" 0 
"bestuursorgaan" 0 
"drukke" 0 
"emmertjes" 0 
"vaag" 0 
"secretaresse" 0 
"schooldirecteur" 0 
"gedragsinterventies" 0 
"gootsteen" 0 
"much" 0 
"vaak" 1 nl.all:0.0018277791379730417
"schieten" 0 
"geschrapte" 0 
"relict" 0 
"dichthoudt" 0 
"belegging" 0 
"oppositiekoers" 0 
"doorfuseren" 0 
"cultuur" 0 
"225,8" 0 
"bemonsterd" 0 
"voortekenen" 0 
"eenzaamheid" 0 
"veiligheidsniveau" 0 
"dieselvrachtauto's" 0 
"bevreemdde" 0 
"kerst" 0 
"µ" 0 
"waterwegen" 0 
"elektronica" 0 
"update" 0 
"helma" 0 
"retour" 0 
"puntkomma" 0 
"bombardementen" 0 
"geloofsbrieven" 0 
"inlevingsvermogen" 0 
"kanten" 0 
"neerlegt" 0 
"gespin" 0 
"controlezaken" 0 
"getrapt" 0 
"werkgelegenheidseffecten" 0 
"guterres" 0 
"radiostilte" 0 
"initiatiefwet" 0 
"staatje" 0 
"insecticidegebruik" 0 
"veldpartijen" 0 
"reuzeblij" 0 
"voorlaatste" 0 
"bodemgesteldheid" 0 
"hulpverlenen" 0 
"geleegd" 0 
"bijbootje" 0 
"nuvaring" 0 
"doorstroomt" 0 
"macedoniërs" 0 
"risicohoek" 0 
"testmoment" 0 
"onderwijsloopbaan" 0 
"hoofdstuk" 0 
"uitslaande" 0 
"verslavingsproblemen" 0 
"á" 0 
"chequeboekje" 0 
"à" 0 
"rondstruinen" 0 
"hells" 0 
"ú" 0 
"nieuwjaarsdag" 0 
"medicijnenbeleid" 0 
"internetnetwerken" 0 
"hulpverlener" 0 
"haddad" 0 
"diagnosticeren" 0 
"onderzoekers" 0 
"bevolkingsregister" 0 
"vang" 0 
"belastingaanslag" 0 
"doorontwikkeld" 0 
"taxatiedatum" 0 
"verveeld" 0 
"nettolastenverzwaring" 0 
"ps'je" 0 
"niksnutregeling" 0 
"prikkeldraad" 0 
"zakdoekmoment" 0 
"onopgemerkt" 0 
"accijnsnabetaling" 0 
"eindloonregeling" 0 
"gedomineerd" 0 
"scheidbaar" 0 
"contactpersoon" 0 
"isha" 0 
"269.000" 0 
"respectvolle" 0 
"tafel" 0 
"lerarenregister" 0 
"grondprijs" 0 
"nettoresultaat" 0 
"brandstofaccijnzen" 0 
"inzamelaars" 0 
"dichtgeslagen" 0 
"ideeënrijk" 0 
"oogstresten" 0 
"roamingregeling" 0 
"werkagenda" 0 
"vleesrundersector" 0 
"oneerbaar" 0 
"nearshorewind" 0 
"masterstudies" 0 
"opdook" 0 
"netwerkbijeenkomsten" 0 
"benader" 0 
"gewiekst" 0 
"musa" 0 
"rechtsongelijkheid" 0 
"uitrit" 0 
"cashbijdrage" 0 
"vakbondsrechten" 0 
"murw" 0 
"wijzigen" 0 
"hoofdaannemer" 0 
"bedwang" 0 
"leeftijdsgrens" 0 
"analyse" 0 
"consumptief" 0 
"tegemoetkoming" 0 
"mismanagement" 0 
"hormonen" 0 
"helpt" 0 
"hoofdverblijf" 0 
"consumpties" 0 
"overijsselse" 0 
"thuishulpen" 0 
"leaksconstructies" 0 
"scheepswrakken" 0 
"dienstig" 0 
"ference" 0 
"piccolo" 0 
"exporteurs" 0 
"kokers" 0 
"inrichtingsdirecteuren" 0 
"waartegen" 0 
"miskende" 0 
"wijzigde" 0 
"onafwendbaar" 0 
"buitengebied" 0 
"gealloceerd" 0 
"finaal" 0 
"drechtsteden" 0 
"zelfbewustzijn" 0 
"isds" 0 
"vertraging" 0 
"bestemmingsplan" 0 
"bedaren" 0 
"ambtsperiode" 0 
"evaluatiecircus" 0 
"flatrate" 0 
"doormodderen" 0 
"uitgeoefend" 0 
"potters" 0 
"bemanning" 0 
"helse" 0 
"oordelen" 0 
"niettemin" 0 
"blokkerend" 0 
"kweken" 0 
"33ste" 0 
"eemsmond" 0 
"beschikbaarheid" 0 
"democratiseringsbewegingen" 0 
"doorgerekend" 0 
"dwalingen" 0 
"britten" 0 
"rapporteer" 0 
"machtsoverdracht" 0 
"instrumentaria" 0 
"kledingbank" 0 
"gelijke" 0 
"ontketenen" 0 
"minderhedenbeleid" 0 
"pikanterie" 0 
"bedrijfslasten" 0 
"groenmomentje" 0 
"vergunningsplichtige" 0 
"valk" 0 
"graslanden" 0 
"praktijkondersteunende" 0 
"grootaandeelhouders" 0 
"bijstandwet" 0 
"doodlopende" 0 
"doormodderde" 0 
"ziekenhuisapothekers" 0 
"geraadpleegde" 0 
"bedrijfseconomisch" 0 
"sociologische" 0 
"afslaat" 0 
"munt" 0 
"vijfpuntenplan" 0 
"opmerkelijker" 0 
"vals" 0 
"valt" 0 
"waterkwaliteitsdoelen" 0 
"prikkelwerking" 0 
"tijdslijn" 0 
"echografieën" 0 
"straffe" 0 
"appelleerde" 0 
"doventolkvoorziening" 0 
"terugstorten" 0 
"energielasten" 0 
"mensenrechtenbeleid" 0 
"gelijmd" 0 
"advisor" 0 
"veelzijdigheid" 0 
"welwillende" 0 
"maakbaarheidsdenken" 0 
"ararat" 0 
"bovengenoemde" 0 
"kostenpost" 0 
"verbod" 0 
"inspectieoordeel" 0 
"zinnigere" 0 
"ritme" 0 
"onderploegen" 0 
"gebiedsraden" 0 
"openblijven" 0 
"artikeltje" 0 
"flutdekking" 0 
"medezeggenschapsraad" 0 
"overhevelt" 0 
"potten" 0 
"gekeurde" 0 
"ontzilting" 0 
"analyseren" 0 
"8.1.1" 0 
"potter" 0 
"doodgeknuffeld" 0 
"ondemocratische" 0 
"bedrijfspot" 0 
"geleerd" 0 
"rouwende" 0 
"simplificeer" 0 
"onderbuikgevoelens" 0 
"langlopendeschuldenlast" 0 
"mogendheid" 0 
"volstrekt" 0 
"wapenstilstand" 0 
"bedwelmingsmethoden" 0 
"uitblinken" 0 
"rijkschauffeurs" 0 
"tariefsverhoging" 0 
"totaaleffect" 0 
"verlagen" 0 
"uitkomsten" 0 
"ploetert" 0 
"hervormingsplan" 0 
"meegetrokken" 0 
"onduidelijk" 0 
"doortrapt" 0 
"31409" 0 
"arbeidsplaatsen" 0 
"iron" 0 
"oudermelding" 0 
"naamniveau" 0 
"fraudeschandalen" 0 
"polderland" 0 
"maja's" 0 
"deconstructief" 0 
"herhaalrecepten" 0 
"zorgafhankelijk" 0 
"afkeert" 0 
"energiebesparingsplan" 0 
"glans" 0 
"ambigue" 0 
"autoriteit" 0 
"oostblok" 0 
"ritje" 0 
"zaadje" 0 
"onwikkelingsprogramma's" 0 
"tolerantiedogma" 0 
"vragensteller" 0 
"11.500" 0 
"rederijen" 0 
"betaal" 0 
"schuldhoudbaarheid" 0 
"wooncomplex" 0 
"vara" 0 
"noodgenerator" 0 
"tonnenfraude" 0 
"ledenbijdrage" 0 
"risicocompactie" 0 
"egypteland" 0 
"must" 0 
"nalatigheid" 0 
"ontbindingen" 0 
"landbouwgeld" 0 
"verdomd" 0 
"vertroebeling" 0 
"adviesbevoegdheid" 0 
"iris" 0 
"270.000" 0 
"digibord" 0 
"voorbijgegaan" 0 
"muts" 0 
"risicobeheersing" 0 
"berekeningsmaatstaf" 0 
"ophoopt" 0 
"decentralisaties" 0 
"horende" 0 
"asielaanvraag" 0 
"inspectieorgaan" 0 
"bonusbedrag" 0 
"veravo" 0 
"erkende" 0 
"conjunctuuromslagen" 0 
"lakei" 0 
"prijsleiderschap" 0 
"laken" 0 
"ondernemersrisico" 0 
"gedetailleerd" 0 
"mensenrechtenonderdeel" 0 
"bedrijfsuitjes" 0 
"verdonk" 0 
"webwinkels" 0 
"samengebracht" 0 
"muur" 0 
"prijskaartjes" 0 
"wegkomen" 0 
"vooroordeel" 0 
"leidse" 0 
"crimineel" 0 
"co2uitstoot" 0 
"vast" 0 
"kerel" 0 
"productieketens" 0 
"zeggenschapsideaal" 0 
"slachterijen" 0 
"asieldossier" 0 
"subregionaal" 0 
"helpen" 0 
"kasstroom" 0 
"cataloguswoningen" 0 
"syriër" 0 
"helper" 0 
"dédain" 0 
"opendeurenbeleid" 0 
"van12co2en13co2" 0 
"bankroet" 0 
"naïma" 0 
"willekeur" 0 
"mededingingsbeperkende" 0 
"www.innl.nl" 0 
"zendmachtiging" 0 
"beroepsrisico" 0 
"lyrisch" 0 
"coalitieonderhandelingen" 0 
"omgevingskwaliteit" 0 
"nageeft" 0 
"tariefbescherming" 0 
"naars" 0 
"kompaan" 0 
"uitgavencategorieën" 0 
"ondernemersbelang" 0 
"begrotingsschuld" 0 
"seconden" 0 
"fervent" 0 
"streepje" 0 
"yourself" 0 
"casusplaatsingsgesprekken" 0 
"rotterdam" 0 
"globaal" 0 
"naast" 1 nl.all:6.569548651728475E-4
"vrijgemaakt" 0 
"personenvervoer" 0 
"troebel" 0 
"deurbel" 0 
"noodhulppotje" 0 
"keren" 0 
"criminele" 0 
"brutobedrag" 0 
"woonhervorming" 0 
"pooierboys" 0 
"geïnventariseerd" 0 
"ontwikkelingshulpbudget" 0 
"abc'tje" 0 
"startmeldingsplicht" 0 
"kadercorrectie" 0 
"milieubelastend" 0 
"bouwlocaties" 0 
"hangjongeren" 0 
"meerijden" 0 
"rommelpotje" 0 
"diertransport" 0 
"dicterend" 0 
"prinsenvlag" 0 
"pachtmodellen" 0 
"kwaliteitsoverwegingen" 0 
"tijdslot" 0 
"transporttijd" 0 
"slibverwerkingsbedrijf" 0 
"zwitserleven" 0 
"interpellatiedebat" 0 
"intrigerend" 0 
"leider" 0 
"verrijzen" 0 
"bijgesteld" 0 
"31490" 0 
"vbbm" 0 
"acquisitiepraktijken" 0 
"31497" 0 
"verkeerd" 0 
"schroefje" 0 
"pillen" 0 
"kwaliteitsgarantie" 0 
"slachthuis" 0 
"litigieuze" 0 
"kustbeschietingen" 0 
"verzamelzucht" 0 
"gekrenkte" 0 
"werkstuk" 0 
"binnenzak" 0 
"subregionale" 0 
"stadsbeheer" 0 
"insluit" 0 
"verdoen" 0 
"31aanhouden" 0 
"vooringenomen" 0 
"langdurigheidstoeslag" 0 
"rapporteur" 0 
"pietsie" 0 
"ziekenhuiskosten" 0 
"raadscommissies" 0 
"slachtofferloos" 0 
"dictums" 0 
"adviesaanvragen" 0 
"kennisinstituut" 0 
"mondreclame" 0 
"maartbesluitvorming" 0 
"hemel" 0 
"opgeleid" 0 
"realisatierecht" 0 
"klachteninstanties" 0 
"mensenrechtenvertegenwoordigers" 0 
"kansje" 0 
"antipiraterij" 0 
"defensiepotten" 0 
"kabinetsrapportage" 0 
"promoveren" 0 
"warrig" 0 
"daderaanpak" 0 
"zijn.ofwel" 0 
"dierlijk" 0 
"haastige" 0 
"7,25" 0 
"kinderopvangtoeslagen" 0 
"planschade" 0 
"menselijker" 0 
"toegetrokken" 0 
"geleend" 0 
"aansneed" 0 
"schotschrift" 0 
"naald" 0 
"markpositie" 0 
"eurootje" 0 
"binnenhaalt" 0 
"ouderparticipatiecrèches" 0 
"nummerplaatregistratie" 0 
"verslagleggingsregels" 0 
"raymond" 0 
"opspattende" 0 
"dependance" 0 
"certificaten" 0 
"prijsopbouw" 0 
"móét" 0 
"marktontwikkelingen" 0 
"verbeelden" 0 
"kraanwater" 0 
"glass" 0 
"pensioenoverzichten" 0 
"initiatiefwetsvoorstellen" 0 
"studiebeurs" 0 
"strafwerk" 0 
"voortvloeiend" 0 
"uitwerkingsmogelijkheden" 0 
"pillay" 0 
"rites" 0 
"fenomenale" 0 
"energierevolutie" 0 
"zuiniger" 0 
"opgelegd" 0 
"voetballerij" 0 
"eickhout" 0 
"costa's" 0 
"woonde" 0 
"defensies" 0 
"welvarende" 0 
"subsidiestroom" 0 
"gespat" 0 
"8.1.6" 0 
"defensief" 0 
"elektrogolven" 0 
"buitenschuldverklaring" 0 
"experimenteerstatus" 0 
"ambachtseconomie" 0 
"operatie" 0 
"ongevallen" 0 
"teveel" 0 
"ziekenfondspolissen" 0 
"vraagstukken" 0 
"rechterbeen" 0 
"kleefden" 0 
"briefing" 0 
"kuifje" 0 
"schijnzekerheden" 0 
"inkomensvooruitgang" 0 
"raadsheren" 0 
"tapgegevens" 0 
"beklemtoont" 0 
"ontcijferen" 0 
"bejegening" 0 
"straffeloosheid" 0 
"7,50" 0 
"actualiteit" 0 
"inkomstenbelastingssysteem" 0 
"aanmanen" 0 
"huilende" 0 
"publiciteit" 0 
"ploeg" 0 
"budgettaire" 0 
"owners" 0 
"juurd" 0 
"riskeren" 0 
"loontabel" 0 
"vlaggenschip" 0 
"erkenningen" 0 
"rondeelstal" 0 
"achttiende" 0 
"verdedigbaar" 0 
"jeugdgeestelijke" 0 
"uitgeleide" 0 
"richlijnen" 0 
"tihange" 0 
"gisterochtend" 0 
"katheder" 0 
"sluitpost" 0 
"rechtmatig" 0 
"concessievoorwaarden" 0 
"aandoet" 0 
"oplossingspercentage" 0 
"aandoen" 0 
"vastgezet" 0 
"eiwitconsumptie" 0 
"7,75" 0 
"voortvloeiden" 0 
"computersysteem" 0 
"interventiemacht" 0 
"eerstelijnszorg" 0 
"koepelvrijstelling" 0 
"ppc’s" 0 
"bijvriendelijk" 0 
"gesmeekt" 0 
"staatjes" 0 
"reders" 0 
"vluchtflat" 0 
"gevoelsmatig" 0 
"duiding" 0 
"mantel" 0 
"annuleren" 0 
"uitgang" 0 
"refererend" 0 
"takenlast" 0 
"dunbevolkte" 0 
"antidemocraten" 0 
"inslag" 0 
"procureur" 0 
"coreper" 0 
"meijer" 0 
"vervaard" 0 
"vechtpartij" 0 
"afbraakpolitiek" 0 
"samengezeten" 0 
"afhangt" 0 
"groepsniveau" 0 
"coup" 0 
"symboolwet" 0 
"eager" 0 
"beschadigde" 0 
"schakelden" 0 
"prikkelender" 0 
"vrouwenraad" 0 
"emancipatiewoordvoerder" 0 
"tevreden" 0 
"levenslang" 0 
"treinmaterieel" 0 
